# header_lines : 147
#
# ------------------------------------------------------------->>>>
# DATA SET NAME
#
# dataset_name: ch4_brw_surface-insitu_1_ccgg_DailyData
#
# ------------------------------------------------------------->>>>
# DESCRIPTION
#
# dataset_description: Atmospheric Methane Dry Air Mole Fractions from quasi-continuous measurements at Barrow, Alaska.
#
# ------------------------------------------------------------->>>>
# CITATION
#
# dataset_citation: K.W. Thoning, X. Lan, A.M. Crotwell, and J.W. Mund (2024),  Atmospheric methane from quasi-continuous measurements at  Barrow, Alaska and Mauna Loa, Hawaii, 1986-2023, Version: 2024-02-12,   National Oceanic and Atmospheric Administration (NOAA), Global Monitoring Laboratory (GML), Boulder, Colorado, USA https://doi.org/10.15138/ve0c-be70
#
# ------------------------------------------------------------->>>>
# FAIR USE POLICY
#
# dataset_fair_use: These data are made freely available to the public and the scientific community in the belief that their wide dissemination will lead to greater understanding and new scientific insights. To ensure that GML receives fair credit for their work please include relevant citation text in publications. We encourage users to contact the data providers, who can provide detailed information about the measurements and scientific insight.  In cases where the data are central to a publication, coauthorship for data providers may be appropriate. 
#
# ------------------------------------------------------------->>>>
# WARNING
#
# dataset_warning: Every effort is made to produce the most accurate and precise measurements possible.  However, we reserve the right to make corrections to the data based on recalibration of standard gases or for other reasons deemed scientifically justified.  We are not responsible for results and conclusions based on use of these data without regard to this warning.
#
# ------------------------------------------------------------->>>>
# GLOBAL ATTRIBUTES
#
# site_code : BRW
# site_name : Barrow Atmospheric Baseline Observatory
# site_country : United States
# site_country_flag : https://gml.noaa.gov/webdata/ccgg/ObsPack/images/flags/UNST0001.GIF
# site_latitude : 71.323
# site_longitude : -156.6114
# site_elevation : 11.0
# site_elevation_unit : masl
# site_position_comment : This is the nominal location of the site. The sampling location at many sites has changed over time, and we report here the most recent nominal location. The actual sampling location for each observation is not necessarily the site location. The sampling locations for each observation are reported in the latitude, longitude, and altitude variables.
# site_utc2lst : -9.0
# site_utc2lst_comment : Add 'site_utc2lst' hours to convert a time stamp in UTC (Coordinated Universal Time) to LST (Local Standard Time).
# site_url : https://gml.noaa.gov/obop/brw/index.html
# dataset_creation_date : 2024-02-12T15:47:26.989961
# dataset_num : 17
# dataset_name : ch4_brw_surface-insitu_1_ccgg_DailyData
# dataset_parameter : ch4
# dataset_parameter_name : Methane
# dataset_parameter_industrial_name : Methane
# dataset_project : surface-insitu
# dataset_platform : fixed
# dataset_selection : Daily values derived from hourly data representative of baseline conditions
# dataset_selection_tag : DailyData
# dataset_comment : For more information about these data, please see https://gml.noaa.gov/aftp/data/trace_gases/ch4/insitu/README_ch4_surface-insitu_ccgg.html
# dataset_calibration_scale : CH4_X2004A
# dataset_start_date : 1986-01-29T00:00:00Z
# dataset_stop_date : 2023-12-31T00:00:00Z
# dataset_data_frequency : 1
# dataset_data_frequency_unit : day
# dataset_usage_description : Please cite the product's citation when using data from this dataset. Relevant literature references for this dataset are listed below for convenience.
# dataset_provider_license : These data were produced by NOAA and are not subject to copyright protection in the United States. NOAA waives any potential copyright and related rights in these data worldwide through the Creative Commons Zero 1.0 Universal Public Domain Dedication (CC0-1.0).
# dataset_reference_total_listed : 1
# dataset_reference_1_name : Dlugokencky, E. J., L. P. Steele, P. M. Lang and K. A. Masarie, (1995), Atmospheric methane at Mauna Loa and Barrow observatories: Presentation and analysis of in situ measurements, Journal of Geophysical Research-Atmospheres, 100, d11, 23103-23113, doi:10.1029/95JD0246.
# dataset_contribution : These data are provided by NOAA. Principal investigators include Xin Lan (NOAA).
# lab_total_listed : 1
# lab_1_number : 1
# lab_1_abbr : NOAA
# lab_1_name : NOAA Global Monitoring Laboratory
# lab_1_address1 : 325 Broadway
# lab_1_address2 : NOAA R/GML-1
# lab_1_address3 : Boulder, CO 80305-3328
# lab_1_country : United States
# lab_1_url : https://gml.noaa.gov/ccgg/
# lab_1_parameter : Lab has contributed measurements for: ch4
# lab_1_country_flag : https://gml.noaa.gov/webdata/ccgg/ObsPack/images/flags/UNST0001.GIF
# lab_1_logo : https://gml.noaa.gov/webdata/ccgg/ObsPack/images/logos/noaa_medium.png
# lab_1_ongoing_atmospheric_air_comparison : T
# lab_1_comparison_activity : Ongoing comparison with co-located measurements including NOAA surface flask data and independent measurement laboratories.
# provider_total_listed : 1
# provider_1_name : Xin Lan
# provider_1_address1 : NOAA GML
# provider_1_address2 : 325 Broadway R/GML-1
# provider_1_address3 : Boulder, CO 80305-3328
# provider_1_country : United States
# provider_1_affiliation : National Oceanic and Atmospheric Administration
# provider_1_email : Xin.Lan@noaa.gov
# provider_1_parameter : Provider has contributed measurements for: ch4
# ------------------------------------------------------------->>>>
# VARIABLE ATTRIBUTES
#
# site_code:long_name : site_name_abbreviation.
# site_code:comment : Site code is an abbreviation for the sampling site name.
# time_components:_FillValue : -9
# time_components:long_name : integer_components_of_UTC_date/time
# time_components:order : year, month, day, hour, minute, second
# time_components:comment : Calendar time components as integers. Times and dates are UTC. Time-averaged values are reported at the start of the averaging interval.
# datetime:long_name : air_sample_date_and_time_in_UTC
# datetime:comment : Air sample date and time in UTC ISO 8601 format. Time-averaged values are reported at the start of the averaging interval.
# time_decimal:_FillValue : -999.999
# time_decimal:long_name : sample_decimal_year_in_UTC
# time_decimal:comment : decimal year in UTC. Time-averaged values are reported at the start of the averaging interval.
# midpoint_time:long_name : sample_midpoint_time_in_seconds_since_january_1_1970
# midpoint_time:units : seconds since 1970-01-01T00:00:00Z
# midpoint_time:comment : POSIX midpoint time.  Number of seconds since January 1, 1970 in UTC.
# value:_FillValue : -999.999
# value:long_name : measured_mole_fraction_of_trace_gas_in_dry_air
# value:units : nanomol mol-1
# value:comment : Mole fraction reported in units of nanomol mol-1 (10-9 mol per mol of dry air); abbreviated as ppb (parts per billion).
# value:scale_comment : CH4_X2004A
# value_std_dev:_FillValue : -99.99
# value_std_dev:long_name : standard_deviation_in_reported_value
# value_std_dev:units : nanomol mol-1
# value_std_dev:comment : This is the standard deviation of the reported mean value when nvalue is greater than 1. See provider_comment if available.
# nvalue:_FillValue : -9
# nvalue:long_name : number_of_measurements_contributing_to_reported_value
# nvalue:comment : Number of individual measurements used to compute reported value. See provider_comment if available.
# latitude:_FillValue : -999.999
# latitude:standard_name : latitude
# latitude:long_name : sample_latitude_in_decimal_degrees
# latitude:units : degrees_north
# latitude:comment : Latitude at which air sample was collected.
# longitude:_FillValue : -999.999
# longitude:standard_name : longitude
# longitude:long_name : sample_longitude_in_decimal_degrees
# longitude:units : degrees_east
# longitude:comment : Longitude at which air sample was collected using a range of -180 degrees to +180 degrees.
# altitude:_FillValue : -999.999
# altitude:standard_name : altitude
# altitude:long_name : sample_altitude_in_meters_above_sea_level
# altitude:units : m
# altitude:comment : Altitude (in meters above sea level). See provider_comment if available.
# altitude:provider_comment : Altitude for this dataset is the sum of surface elevation (masl) and sample intake height (magl).
# elevation:_FillValue : -999.999
# elevation:standard_name : elevation
# elevation:long_name : surface_elevation_in_meters_above_sea_level
# elevation:units : m
# elevation:comment : Surface elevation in meters above sea level. See provider_comment if available.
# intake_height:_FillValue : -999.999
# intake_height:long_name : sample_intake_height_in_meters_above_ground_level
# intake_height:units : m
# intake_height:comment : Sample intake height in meters above ground level (magl). See provider_comment if available.
# qcflag:long_name : quality_control_flag
# qcflag:comment : This quality control flag is provided by the contributing PIs. See provider_comment if available.
# qcflag:provider_comment : This is the NOAA 3-character quality control flag.  Column 1 is the REJECTION flag. An alphanumeric other than a period (.) in the FIRST column indicates a sample with obvious problems during collection or analysis. This measurement should not be interpreted. Column 2 is the SELECTION flag. An alphanumeric other than a period (.) in the SECOND column indicates a sample that is likely valid but does not meet selection criteria determined by the goals of a particular investigation. Column 3 is the INFORMATION flag. An alphanumeric other than a period (.) in the THIRD column provides additional information about the collection or analysis of the sample.
#
# VARIABLE ORDER
#
site_code year month day hour minute second datetime time_decimal midpoint_time value value_std_dev nvalue latitude longitude altitude elevation intake_height qcflag
BRW 1986 1 29 0 0 0 1986-01-29T00:00:00Z 1986.0767123287671 507384000 1800.23 27.03 4 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 1 30 0 0 0 1986-01-30T00:00:00Z 1986.0794520547945 507470400 1787.83 4.12 17 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 1 31 0 0 0 1986-01-31T00:00:00Z 1986.0821917808219 507556800 1778.05 4.06 7 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 1 0 0 0 1986-02-01T00:00:00Z 1986.0849315068492 507643200 1785.16 4.16 24 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 2 0 0 0 1986-02-02T00:00:00Z 1986.0876712328768 507729600 1795.48 0.0 1 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 3 0 0 0 1986-02-03T00:00:00Z 1986.0904109589042 507816000 1789.51 11.9 4 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 4 0 0 0 1986-02-04T00:00:00Z 1986.0931506849315 507902400 1797.11 14.45 19 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 5 0 0 0 1986-02-05T00:00:00Z 1986.0958904109589 507988800 1789.39 6.21 4 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 6 0 0 0 1986-02-06T00:00:00Z 1986.0986301369862 508075200 1777.28 12.65 14 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 7 0 0 0 1986-02-07T00:00:00Z 1986.1013698630136 508161600 1763.56 3.33 23 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 8 0 0 0 1986-02-08T00:00:00Z 1986.1041095890412 508248000 1759.33 2.53 19 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 9 0 0 0 1986-02-09T00:00:00Z 1986.1068493150685 508334400 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 2 10 0 0 0 1986-02-10T00:00:00Z 1986.109589041096 508420800 1759.59 3.34 9 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 11 0 0 0 1986-02-11T00:00:00Z 1986.1123287671232 508507200 1766.67 2.19 3 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 12 0 0 0 1986-02-12T00:00:00Z 1986.1150684931506 508593600 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 2 13 0 0 0 1986-02-13T00:00:00Z 1986.1178082191782 508680000 1749.79 4.29 19 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 14 0 0 0 1986-02-14T00:00:00Z 1986.1205479452055 508766400 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 2 15 0 0 0 1986-02-15T00:00:00Z 1986.123287671233 508852800 1834.59 49.02 8 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 16 0 0 0 1986-02-16T00:00:00Z 1986.1260273972603 508939200 1774.81 18.51 9 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 17 0 0 0 1986-02-17T00:00:00Z 1986.1287671232876 509025600 1773.32 2.87 8 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 18 0 0 0 1986-02-18T00:00:00Z 1986.131506849315 509112000 1776.93 6.85 9 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 19 0 0 0 1986-02-19T00:00:00Z 1986.1342465753426 509198400 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 2 20 0 0 0 1986-02-20T00:00:00Z 1986.13698630137 509284800 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 2 21 0 0 0 1986-02-21T00:00:00Z 1986.1397260273973 509371200 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 2 22 0 0 0 1986-02-22T00:00:00Z 1986.1424657534246 509457600 1853.12 44.47 2 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 23 0 0 0 1986-02-23T00:00:00Z 1986.145205479452 509544000 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 2 24 0 0 0 1986-02-24T00:00:00Z 1986.1479452054793 509630400 1861.39 18.97 2 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 25 0 0 0 1986-02-25T00:00:00Z 1986.150684931507 509716800 1873.2 11.87 7 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 26 0 0 0 1986-02-26T00:00:00Z 1986.1534246575343 509803200 1777.86 7.46 15 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 27 0 0 0 1986-02-27T00:00:00Z 1986.1561643835616 509889600 1780.69 9.11 4 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 2 28 0 0 0 1986-02-28T00:00:00Z 1986.158904109589 509976000 1770.01 5.02 23 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 3 1 0 0 0 1986-03-01T00:00:00Z 1986.1616438356164 510062400 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 2 0 0 0 1986-03-02T00:00:00Z 1986.164383561644 510148800 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 3 0 0 0 1986-03-03T00:00:00Z 1986.1671232876713 510235200 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 4 0 0 0 1986-03-04T00:00:00Z 1986.1698630136987 510321600 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 5 0 0 0 1986-03-05T00:00:00Z 1986.172602739726 510408000 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 6 0 0 0 1986-03-06T00:00:00Z 1986.1753424657534 510494400 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 7 0 0 0 1986-03-07T00:00:00Z 1986.1780821917807 510580800 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 8 0 0 0 1986-03-08T00:00:00Z 1986.1808219178083 510667200 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 9 0 0 0 1986-03-09T00:00:00Z 1986.1835616438357 510753600 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 10 0 0 0 1986-03-10T00:00:00Z 1986.186301369863 510840000 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 11 0 0 0 1986-03-11T00:00:00Z 1986.1890410958904 510926400 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
BRW 1986 3 12 0 0 0 1986-03-12T00:00:00Z 1986.1917808219177 511012800 1812.6 3.03 22 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 3 13 0 0 0 1986-03-13T00:00:00Z 1986.194520547945 511099200 1820.82 7.86 22 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 3 14 0 0 0 1986-03-14T00:00:00Z 1986.1972602739727 511185600 1825.22 4.76 18 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 3 15 0 0 0 1986-03-15T00:00:00Z 1986.2 511272000 1837.52 11.45 16 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 3 16 0 0 0 1986-03-16T00:00:00Z 1986.2027397260274 511358400 1834.42 4.37 7 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 3 17 0 0 0 1986-03-17T00:00:00Z 1986.2054794520548 511444800 1795.25 0.66 2 71.323 -156.611 27.46 11.0 16.46 ...
BRW 1986 3 18 0 0 0 1986-03-18T00:00:00Z 1986.2082191780821 511531200 -999.99 -99.99 0 71.323 -156.611 1.1 11.0 -9.9 *..
